task_id,task_description,category,priority,status,created_date,due_date,estimated_hours,story_points,assignee_id,assignee_experience_years,assignee_open_tasks,days_to_deadline
TASK-14123,Set up the staging environment for the authentication service,Deployment,Medium,Blocked,2026-01-20,2026-02-02,9.0,2.0,USER-17,4.9,20,13
TASK-14569,Perform load testing on the order tracking page before release,Testing,Low,Blocked,2026-05-10,2026-05-19,7.0,2.0,USER-09,9.2,9,9
TASK-10525,Check why the notification service is not working as expected,Testing,Medium,Open,2026-05-17,2026-05-30,11.1,2.0,USER-06,2.8,5,13
TASK-14821,Create an auto-save draft feature for the file upload service,Feature,Medium,In Progress,2026-02-07,2026-03-14,11.0,1.0,USER-09,9.2,9,35
TASK-10055,Write unit tests covering edge cases of the profile settings,Testing,Low,Open,2026-04-13,2026-04-24,4.0,5.0,USER-17,4.9,20,11
TASK-10638,Write unit tests covering edge cases of the authentication service,Testing,Low,Completed,2026-06-30,2026-07-22,5.2,5.0,USER-17,4.9,20,22
TASK-10302,Add role-based access control to the order tracking page,Feature,Medium,In Progress,2026-06-30,2026-08-02,8.0,8.0,USER-01,5.9,15,33
TASK-12766,Verify the user dashboard works after the latest update,Bug Fix,Critical,Open,2026-05-01,2026-05-02,3.8,1.0,USER-02,14.3,19,1
TASK-15811,Verify the report module works after the latest update,Testing,Medium,Completed,2026-04-02,2026-04-14,8.0,2.0,USER-04,9.2,20,12
TASK-11276,Clean up and reorganize the checkout flow,Documentation,Low,Open,2026-04-30,2026-06-14,5.5,2.0,USER-05,2.8,3,45
TASK-17594,Rotate credentials and update secrets for the database layer,Maintenance,Low,Open,2026-06-08,2026-06-27,4.9,5.0,USER-02,14.3,19,19
TASK-14720,Add multi-language support to the database layer,Feature,Low,In Progress,2026-05-23,2026-06-02,6.1,2.0,USER-23,4.7,3,10
TASK-12055,Fix incorrect totals displayed in the file upload service after a refund,Bug Fix,Critical,In Progress,2026-02-01,2026-02-03,3.7,2.0,USER-11,0.8,18,2
TASK-15376,Add multi-language support to the database layer,Feature,Medium,Open,2026-04-17,2026-05-20,9.2,13.0,USER-08,13.1,7,33
TASK-16947,Prepare a troubleshooting FAQ for the inventory module,Documentation,Low,Open,2026-06-02,2026-06-17,2.3,5.0,USER-18,8.1,15,15
TASK-15145,Fix the crash in the file upload service when the user submits an empty form,Bug Fix,Medium,Completed,2026-02-16,2026-02-26,4.0,1.0,USER-04,9.2,20,10
TASK-14432,Evaluate third-party libraries for improving the inventory module,Research,Low,Completed,2026-04-13,2026-05-08,22.1,2.0,USER-03,5.9,12,25
TASK-13644,Investigate the slow response of the database layer,Maintenance,Low,Open,2026-06-12,2026-07-10,4.2,2.0,USER-06,2.8,5,28
TASK-14143,Rotate credentials and update secrets for the login page,Maintenance,High,Open,2026-01-12,2026-01-16,6.6,2.0,USER-01,5.9,15,4
TASK-12878,Implement two-factor authentication in the billing system,Feature,Low,Completed,2026-01-12,2026-01-27,8.6,2.0,USER-01,5.9,15,15
TASK-14202,Set up automated regression tests for the analytics pipeline,Testing,Low,Open,2026-03-26,2026-04-07,10.0,2.0,USER-12,14.6,4,12
TASK-16493,ASAP - Check why the billing system is not working as expected,Bug Fix,High,Open,2026-05-23,2026-05-30,5.4,2.0,USER-24,5.8,14,7
TASK-15175,Fix the timeout issue in the admin panel when the network is slow,Bug Fix,Critical,Blocked,2026-03-04,2026-03-05,2.5,5.0,USER-04,9.2,20,1
TASK-12286,Write the user guide for the search API,Documentation,Medium,Open,2026-01-21,2026-02-01,2.8,1.0,USER-08,13.1,7,11
TASK-12261,Prepare the report module for the next release,Feature,Low,Open,2026-02-06,2026-02-24,10.6,2.0,USER-01,5.9,15,18
TASK-15240,Review and improve test coverage of the admin panel,Testing,Low,In Progress,2026-04-09,2026-04-21,3.0,1.0,USER-19,6.8,7,12
TASK-17946,Create end-to-end test scenarios for the login page,Testing,Medium,Completed,2026-04-15,2026-04-27,6.8,2.0,USER-11,0.8,18,12
TASK-12296,URGENT: Fix incorrect totals displayed in the chat widget after a refund,Bug Fix,High,Completed,2026-03-13,2026-03-16,1.8,1.0,USER-14,3.6,18,3
TASK-16937,Optimize slow database queries behind the admin panel,Maintenance,Low,Open,2026-02-05,2026-02-11,5.8,1.0,USER-01,5.9,15,6
TASK-15932,Optimize slow database queries behind the user dashboard,Maintenance,High,In Progress,2026-01-29,2026-02-10,4.9,5.0,USER-22,2.5,15,12
TASK-11753,Build a filtering and sorting option for the file upload service,Feature,Low,In Progress,2026-06-16,2026-06-27,7.5,8.0,USER-23,4.7,3,11
TASK-15197,Create an auto-save draft feature for the inventory module,Feature,High,Blocked,2026-02-03,2026-03-24,14.3,5.0,USER-02,5.9,19,49
TASK-11968,Prepare a troubleshooting FAQ for the user dashboard,Documentation,Low,Open,2026-06-19,2026-06-30,3.1,1.0,USER-15,3.1,9,11
TASK-13117,Create an auto-save draft feature for the database layer,Feature,Medium,Open,2026-06-10,2026-06-22,8.8,2.0,USER-16,3.2,2,12
TASK-12393,Deploy the latest release of the checkout flow to production,Deployment,Critical,Open,2026-05-10,2026-05-12,5.2,2.0,USER-15,3.1,9,2
TASK-10523,Add code comments and docstrings to the admin panel module,Documentation,Low,Open,2026-01-19,2026-02-11,6.3,2.0,USER-25,7.1,17,23
TASK-16376,Set up monitoring for the mobile app,Maintenance,Low,Completed,2026-04-01,2026-04-18,7.6,5.0,USER-16,3.2,2,17
TASK-16788,Investigate the slow response of the notification service,Maintenance,Low,Open,2026-01-07,2026-02-02,1.9,5.0,USER-12,14.6,4,26
TASK-16981,Add code comments and docstrings to the notification service module,Documentation,Low,In Progress,2026-05-11,2026-05-17,2.5,2.0,USER-03,11.1,12,6
TASK-15524,Review and improve test coverage of the checkout flow,Testing,Medium,Completed,2026-01-09,2026-01-21,4.2,8.0,USER-16,3.2,2,12
TASK-16677,Add multi-language support to the database layer,Feature,Low,Completed,2026-06-20,2026-07-09,1.4,1.0,USER-01,5.9,15,19
TASK-13900,Update configuration for the checkout flow,Research,High,Open,2026-05-26,2026-06-03,5.7,1.0,USER-04,5.9,20,8
TASK-14699,Set up automated regression tests for the inventory module,Testing,Low,Open,2026-04-09,2026-04-22,6.8,5.0,USER-04,9.2,20,13
TASK-15585,Resolve the 500 error thrown by the inventory module under heavy load,Bug Fix,Critical,In Progress,2026-05-09,2026-05-11,2.1,1.0,USER-10,10.8,7,2
TASK-17155,Fix broken layout of the chat widget on small screens,Bug Fix,High,In Progress,2026-06-11,2026-06-19,2.1,1.0,USER-04,9.2,20,8
TASK-13122,Add code comments and docstrings to the user dashboard module,Documentation,Low,Open,2026-04-05,2026-04-09,4.4,1.0,USER-22,2.5,15,4
TASK-16777,Analyze current behavior of the inventory module,Research,Low,In Progress,2026-01-26,2026-03-19,8.5,2.0,USER-19,6.8,7,52
TASK-14156,Add bulk export to CSV from the analytics pipeline,Feature,Medium,Completed,2026-05-29,2026-06-04,9.5,1.0,USER-21,9.4,8,6
TASK-11969,Implement dark mode support for the order tracking page,Feature,Critical,Open,2026-01-16,2026-01-17,13.4,3.0,USER-14,3.6,18,1
TASK-10671,Write the user guide for the report module,Documentation,Low,Open,2026-02-14,2026-03-04,4.0,5.0,USER-14,3.6,18,18
TASK-14188,Add code comments and docstrings to the authentication service module,Documentation,Low,Completed,2026-03-15,2026-03-25,4.4,1.0,USER-07,1.3,19,10
TASK-10666,Implement pagination and lazy loading for the landing page,Feature,Low,Completed,2026-06-20,2026-07-03,14.1,3.0,USER-07,1.3,19,13
TASK-17020,Update the API reference after the recent changes to the chat widget,Documentation,Low,Open,2026-01-12,2026-01-23,5.0,1.0,USER-06,2.8,5,11
TASK-11887,Fix incorrect totals displayed in the admin panel after a refund,Bug Fix,High,Completed,2026-04-16,2026-04-18,2.3,1.0,USER-19,6.8,7,2
TASK-13266,Investigate and fix duplicate records created by the landing page,Bug Fix,Critical,Completed,2026-02-18,2026-02-19,7.8,2.0,USER-20,4.7,12,1
TASK-10280,ASAP - Set up the staging environment for the chat widget,Deployment,Critical,Completed,2026-03-17,2026-03-18,4.5,1.0,USER-12,14.6,4,1
TASK-11719,Set up monitoring for the notification service,Feature,Medium,Completed,2026-05-26,2026-07-03,14.7,3.0,USER-18,8.1,15,38
TASK-12947,Update the inventory module after the recent review comments,Documentation,Low,In Progress,2026-05-26,2026-06-17,3.8,13.0,USER-13,12.6,14,22
TASK-14455,Verify the login page works after the latest update,Deployment,High,Blocked,2026-01-15,2026-01-24,9.5,13.0,USER-01,5.9,15,9
TASK-10899,Perform load testing on the search API before release,Testing,Medium,In Progress,2026-06-20,2026-06-28,2.5,3.0,USER-14,3.6,18,8
TASK-16031,Add multi-language support to the notification service,Feature,Low,Blocked,2026-02-06,2026-02-22,7.8,5.0,USER-15,3.1,9,16
TASK-16090,Document the deployment steps for the user dashboard,Documentation,Low,Open,2026-04-10,2026-04-15,3.4,2.0,USER-14,3.6,18,5
TASK-17104,Analyze user feedback collected from the mobile app,Research,Low,In Progress,2026-02-06,2026-02-22,5.7,1.0,USER-01,5.9,15,16
TASK-16991,Clean up dead code and unused assets in the report module,Maintenance,Medium,Completed,2026-05-11,2026-06-08,5.2,5.0,USER-11,0.8,18,28
TASK-10760,Set up the staging environment for the profile settings,Deployment,Low,Open,2026-02-25,2026-03-23,5.3,1.0,USER-22,2.5,15,26
TASK-16254,Analyze current behavior of the checkout flow,Testing,Low,Completed,2026-06-13,2026-06-22,2.0,1.0,USER-21,9.4,8,9
TASK-11906,Verify the notification service works after the latest update,Bug Fix,Medium,Completed,2026-06-11,2026-06-14,2.8,13.0,USER-20,4.7,12,3
TASK-14042,Analyze current behavior of the inventory module,Research,Low,In Progress,2026-06-01,2026-06-14,10.0,13.0,USER-11,0.8,18,13
TASK-13823,Fix broken layout of the authentication service on small screens,Bug Fix,Medium,Open,2026-05-24,2026-05-30,2.9,1.0,USER-24,5.8,14,6
TASK-14138,Add role-based access control to the payment gateway,Feature,Medium,In Progress,2026-05-05,2026-05-18,24.4,5.0,USER-10,10.8,7,13
TASK-13818,Investigate and fix duplicate records created by the authentication service,Bug Fix,Critical,Open,2026-06-16,2026-06-17,5.6,1.0,USER-07,1.3,19,1
TASK-16269,Write the user guide for the login page,Documentation,Low,Completed,2026-02-22,2026-03-04,4.3,1.0,USER-09,9.2,9,10
TASK-14300,Fix the crash in the admin panel when the user submits an empty form,Bug Fix,Critical,In Progress,2026-01-06,2026-01-09,1.7,3.0,USER-11,0.8,18,3
TASK-15569,Look into user reports about the landing page,Research,Low,Completed,2026-01-19,2026-02-06,3.8,1.0,USER-16,3.2,2,18
TASK-16196,Investigate and fix duplicate records created by the search API,Bug Fix,Medium,Open,2026-03-05,2026-03-09,5.7,1.0,USER-17,4.9,20,4
TASK-12593,Analyze user feedback collected from the inventory module,Research,Medium,Completed,2026-05-02,2026-05-19,2.1,1.0,USER-03,11.1,12,17
TASK-14164,Investigate and fix duplicate records created by the notification service,Bug Fix,Critical,Completed,2026-02-14,2026-02-16,5.4,8.0,USER-11,0.8,18,2
TASK-13031,Implement two-factor authentication in the payment gateway,Research,Low,In Progress,2026-05-13,2026-05-28,6.8,2.0,USER-10,10.8,7,15
TASK-15971,Update dependencies and re-test the inventory module,Testing,Medium,Open,2026-02-06,2026-02-11,3.8,8.0,USER-25,7.1,17,5
TASK-13579,Patch the memory leak in the file upload service background worker,Bug Fix,Critical,In Progress,2026-03-30,2026-03-31,2.9,1.0,USER-01,5.9,15,1
TASK-12832,Fix incorrect totals displayed in the order tracking page after a refund,Bug Fix,Medium,Completed,2026-03-08,2026-03-15,5.3,1.0,USER-15,3.1,9,7
TASK-15449,Research caching strategies to speed up the search API,Research,Low,Completed,2026-03-25,2026-05-09,5.5,1.0,USER-01,5.9,15,45
TASK-13472,Investigate and fix duplicate records created by the report module,Bug Fix,Medium,Open,2026-04-27,2026-05-15,4.1,3.0,USER-25,7.1,17,18
TASK-16327,Create onboarding notes explaining how the authentication service works,Documentation,Low,Completed,2026-06-02,2026-06-24,3.8,1.0,USER-17,4.9,20,22
TASK-10137,Add multi-language support to the landing page,Feature,Low,Blocked,2026-06-26,2026-07-21,6.6,2.0,USER-13,12.6,14,25
TASK-17043,Roll back the faulty release of the mobile app and verify stability,Deployment,Medium,Open,2026-07-02,2026-07-09,4.3,5.0,USER-06,2.8,5,7
TASK-14892,Fix the crash in the profile settings when the user submits an empty form,Bug Fix,Medium,Open,2026-03-11,2026-03-20,3.8,2.0,USER-22,2.5,15,9
TASK-12180,Correct the wrong currency formatting shown on the chat widget,Bug Fix,Critical,Completed,2026-02-14,2026-02-15,4.1,1.0,USER-15,3.1,9,1
TASK-12128,Implement dark mode support for the user dashboard,Feature,Medium,Completed,2026-05-15,2026-05-26,21.3,2.0,USER-16,3.2,2,11
TASK-13177,Add multi-language support to the database layer,Feature,Medium,Open,2026-02-08,2026-02-23,11.6,2.0,USER-15,3.1,9,15
TASK-14854,Improve error handling in the landing page,Feature,Low,Blocked,2026-02-23,2026-03-12,8.9,1.0,USER-11,0.8,18,17
TASK-14637,Archive old logs generated by the profile settings,Maintenance,Low,Completed,2026-07-02,2026-07-15,2.9,1.0,USER-22,2.5,15,13
TASK-15115,Investigate and fix duplicate records created by the report module,Bug Fix,Critical,Open,2026-02-20,2026-02-21,3.9,1.0,USER-01,5.9,15,1
TASK-17068,Verify the user dashboard works after the latest update,Documentation,High,Open,2026-02-10,2026-02-20,4.2,1.0,USER-02,14.3,19,10
TASK-14261,Investigate and fix duplicate records created by the search API,Bug Fix,Medium,Completed,2026-03-30,2026-04-03,6.3,2.0,USER-21,9.4,8,4
TASK-14344,Implement pagination and lazy loading for the payment gateway,Feature,Medium,Completed,2026-05-07,2026-06-12,7.1,2.0,USER-01,5.9,15,36
TASK-11331,Improve error handling in the authentication service,Feature,Low,Blocked,2026-02-09,2026-02-21,8.5,5.0,USER-13,12.6,14,12
TASK-12017,Roll back the faulty release of the report module and verify stability,Deployment,Critical,Open,2026-02-07,2026-02-09,3.7,5.0,USER-10,10.8,7,2
TASK-14542,Fix the timeout issue in the admin panel when the network is slow,Bug Fix,Critical,Completed,2026-03-01,2026-03-04,4.0,13.0,USER-25,7.1,17,3
TASK-12482,Clean up and reorganize the login page,Research,Low,In Progress,2026-02-08,2026-02-23,3.7,1.0,USER-22,2.5,15,15
TASK-17002,Fix incorrect totals displayed in the analytics pipeline after a refund,Bug Fix,High,Open,2026-04-27,2026-04-30,3.3,1.0,USER-07,1.3,19,3
TASK-11358,Patch the memory leak in the report module background worker,Bug Fix,Medium,Completed,2026-02-13,2026-02-21,2.7,3.0,USER-18,8.1,15,8
TASK-16941,[HIGH IMPACT] Check why the inventory module is not working as expected,Bug Fix,Critical,Open,2026-04-05,2026-04-07,2.7,5.0,USER-14,3.6,18,2
TASK-16241,Implement dark mode support for the search API,Feature,High,Blocked,2026-01-29,2026-02-05,16.9,3.0,USER-09,9.2,9,7
TASK-11329,Add bulk export to CSV from the user dashboard,Feature,Medium,Completed,2026-01-07,2026-01-24,6.6,1.0,USER-04,9.2,20,17
TASK-16881,Add bulk export to CSV from the chat widget,Feature,Medium,Open,2026-05-10,2026-05-17,10.9,3.0,USER-06,2.8,5,7
TASK-17982,Write the user guide for the authentication service,Documentation,Medium,Completed,2026-04-26,2026-05-05,3.6,1.0,USER-15,3.1,9,9
TASK-12150,Document and fix the issues found in the analytics pipeline,Documentation,Low,Open,2026-04-08,2026-04-15,2.0,1.0,USER-05,2.8,3,7
TASK-14530,Implement dark mode support for the inventory module,Feature,Low,Open,2026-06-03,2026-07-19,13.7,5.0,USER-25,7.1,17,46
TASK-12122,Update dependencies and re-test the billing system,Maintenance,Medium,Open,2026-05-04,2026-05-09,5.6,3.0,USER-21,9.4,8,5
TASK-14673,Prepare the notification service for the next release,Testing,Medium,Completed,2026-05-27,2026-06-28,2.6,3.0,USER-02,14.3,19,32
TASK-13981,Create an auto-save draft feature for the notification service,Feature,Low,Open,2026-04-16,2026-05-12,11.0,2.0,USER-06,2.8,5,26
TASK-16996,Document and fix the issues found in the user dashboard,Documentation,Low,Completed,2026-02-17,2026-03-06,6.0,2.0,USER-23,4.7,3,17
TASK-11252,Improve error handling in the analytics pipeline,Maintenance,Low,In Progress,2026-05-08,2026-05-26,5.0,1.0,USER-18,8.1,15,18
TASK-13278,Analyze current behavior of the login page,Testing,High,Open,2026-06-25,2026-07-06,7.0,1.0,USER-05,2.8,3,11
TASK-17062,Add role-based access control to the profile settings,Feature,Medium,Completed,2026-02-21,2026-05-15,12.4,3.0,USER-19,6.8,7,83
TASK-13374,Rotate credentials and update secrets for the database layer,Maintenance,Low,Completed,2026-05-24,2026-06-10,5.0,3.0,USER-05,2.8,3,17
TASK-12814,Review and improve test coverage of the user dashboard,Testing,Low,Blocked,2026-04-06,2026-04-18,8.3,2.0,USER-23,4.7,3,12
TASK-14719,Resolve the 500 error thrown by the order tracking page under heavy load,Bug Fix,Medium,In Progress,2026-06-03,2026-06-19,4.0,1.0,USER-19,6.8,7,16
TASK-16544,Clean up and reorganize the mobile app,Maintenance,High,Open,2026-03-10,2026-03-17,17.9,3.0,USER-19,6.8,7,7
TASK-11848,Add role-based access control to the profile settings,Feature,High,Completed,2026-05-27,2026-06-19,40.2,13.0,USER-25,7.1,17,23
TASK-14858,Prepare the mobile app for the next release,Testing,Medium,Completed,2026-02-22,2026-03-01,4.7,1.0,USER-22,2.5,15,7
TASK-13037,Add code comments and docstrings to the payment gateway module,Documentation,Medium,In Progress,2026-05-11,2026-05-23,3.3,1.0,USER-21,9.4,8,12
TASK-10388,Prototype a machine learning approach for the user dashboard,Research,Medium,Completed,2026-02-20,2026-03-18,5.8,1.0,USER-15,3.1,9,26
TASK-10235,ASAP - Patch the memory leak in the billing system background worker,Bug Fix,Critical,In Progress,2026-01-30,2026-01-31,3.8,3.0,USER-18,8.1,15,1
TASK-11077,Prepare the email scheduler for the next release,Testing,Low,Blocked,2026-03-30,2026-04-06,2.5,1.0,USER-11,0.8,18,7
TASK-11984,Add multi-language support to the search API,Feature,Critical,In Progress,2026-01-26,2026-02-01,7.3,3.0,USER-20,4.7,12,6
TASK-14363,Review and improve test coverage of the chat widget,Testing,Critical,In Progress,2026-04-30,2026-05-01,4.5,13.0,USER-03,11.1,12,1
TASK-13962,Clean up dead code and unused assets in the analytics pipeline,Maintenance,Medium,Open,2026-07-01,2026-08-17,3.3,8.0,USER-20,4.7,12,47
